CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Numero_Membros;Numero_Membros_Remunerados;Valor_Maior_Remuneracao;Valor_Menor_Remuneracao;Valor_Medio_Remuneracao;Observacao
60.651.809/0001-05;2024-12-31;1;137841;SUZANO HOLDING S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;2.00;2311329.53;399291.53;2397420.17;Maior valor:A maior remuneração anual individual da Diretoria Estatutária refere-se a 1 diretor que exerceu suas funções na Companhia de jan-abr/2022 com término do mandato em 30/04/2022.Menor valor:A apuração considerou a soma de todas as remunerações reconhecidas no resultado de 1 diretor de mai-dez/2022 com início do mandato em 01/05/2022. Todos os diretores exerceram suas funções por menos de 12 meses na Companhia.Valor médio:A remuneração anual individual da Diretoria Estatutária foi apurada com a exclusão de 01 membro não remunerado no exercício.A apuração considerou a soma de todas as remunerações reconhecidas no resultado de 2 diretores de jan-abr/2022 com término do mandato em 30/04/2022 e 2 diretores de mai-dez/2022 com início do mandato em 01/05/2022 dividida por 2 diretores remunerados durante o exercício.
60.651.809/0001-05;2024-12-31;1;137841;SUZANO HOLDING S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;5.00;100800.00;100800.00;100800.00;
60.651.809/0001-05;2024-12-31;1;137841;SUZANO HOLDING S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;2.00;3344500.53;821444.40;2082972.46;O valor médio da remuneração anual individual da Diretoria Estatutária foi apurado com a exclusão de 01 membro não remunerado no exercício.
60.730.348/0001-66;2024-12-31;2;141353;CIA MELHORAMENTOS DE SAO PAULO;2023-01-01;2023-12-31;Conselho de Administração;10.00;10.00;1033000.00;937000.00;952000.00;
60.730.348/0001-66;2024-12-31;2;141353;CIA MELHORAMENTOS DE SAO PAULO;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;4.00;2017000.00;36000.00;923000.00;
60.730.348/0001-66;2024-12-31;2;141353;CIA MELHORAMENTOS DE SAO PAULO;2022-01-01;2022-12-31;Conselho de Administração;10.00;10.00;1426000.00;1294000.00;1313000.00;
60.730.348/0001-66;2024-12-31;2;141353;CIA MELHORAMENTOS DE SAO PAULO;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;2051000.00;268000.00;913000.00;
60.730.348/0001-66;2024-12-31;2;141353;CIA MELHORAMENTOS DE SAO PAULO;2021-01-01;2021-12-31;Conselho de Administração;10.00;10.00;1426000.00;1294000.00;1313000.00;
60.730.348/0001-66;2024-12-31;2;141353;CIA MELHORAMENTOS DE SAO PAULO;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;4.00;1937000.00;1007000.00;1115000.00;
60.746.948/0001-12;2024-12-31;12;141861;BCO BRADESCO S.A.;2023-01-01;2023-12-31;Conselho de Administração;11.00;11.00;6606014.55;5196254.55;5527598.55;Os valores acima não contemplam as contribuições previdenciárias ao INSS.
60.746.948/0001-12;2024-12-31;12;141861;BCO BRADESCO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;88.75;88.75;26455440.00;3217104.00;8251247.59;Os valores acima não contemplam as contribuições previdenciárias ao INSS.01 (um) Diretores exerceram suas funções por 01 (um) mês01 (um) Diretor exerceu suas funções por 02 (dois) meses03 (três) Diretores exerceram suas funções por 05 (cinco) meses07 (sete) Diretores exerceram suas funções por 06 (seis) meses01 (um) Diretor exerceu suas funções por 07 (sete) meses01 (um) Diretor exerceu suas funções por 09 (nove) meses01 (um) Diretor exerceu suas funções por 10 (dez) meses06 (seis) Diretores exerceram suas funções por 11 (onze) meses
60.746.948/0001-12;2024-12-31;12;141861;BCO BRADESCO S.A.;2023-01-01;2023-12-31;Conselho Fiscal;9.50;9.50;240000.00;60000.00;154736.84;Os valores acima não contemplam as contribuições previdenciárias ao INSS.02 (dois) Conselheiros exerceram suas funções por 02 (um) meses01 (um) Conselheiro exerceu suas funções por 06 (meses) meses02 (dois) Conselheiros exerceram suas funções por 10 (dez) meses
60.746.948/0001-12;2024-12-31;12;141861;BCO BRADESCO S.A.;2022-01-01;2022-12-31;Conselho de Administração;10.83;10.83;6821174.55;5207254.55;5606224.19;Os valores acima não contemplam as contribuições previdenciárias ao INSS.01 (um) Membro exerceu suas funções por 10 (dez) meses.
60.746.948/0001-12;2024-12-31;12;141861;BCO BRADESCO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;90.00;90.00;31417408.00;4096329.60;9091143.99;Os valores acima não contemplam as contribuições previdenciárias ao INSS.06 (seis) Diretores exerceram suas funções por 11 (onze) meses01 (um) Diretor exerceu suas funções por 10 (dez) meses01 (um) Diretor exerceu suas funções por 08 (oito) meses04 (quatro) Diretores exerceram suas funções por 02 (dois) meses
60.746.948/0001-12;2024-12-31;12;141861;BCO BRADESCO S.A.;2022-01-01;2022-12-31;Conselho Fiscal;8.58;8.58;236000.00;216000.00;160951.46;Os valores acima não contemplam as contribuições previdenciárias ao INSS.06 (seis) Conselheiros exerceram suas funções por 10 (dez) meses
60.746.948/0001-12;2024-12-31;12;141861;BCO BRADESCO S.A.;2021-01-01;2021-12-31;Conselho de Administração;9.50;9.50;7637100.00;5711500.00;6384648.42;Os valores acima não contemplam as contribuições previdenciárias ao INSS.
60.746.948/0001-12;2024-12-31;12;141861;BCO BRADESCO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;88.17;88.17;29323800.00;3673659.00;9280528.61;Os valores acima não contemplam as contribuições previdenciárias ao INSS.
60.746.948/0001-12;2024-12-31;12;141861;BCO BRADESCO S.A.;2021-01-01;2021-12-31;Conselho Fiscal;5.00;5.00;216000.00;216000.00;216000.00;Os valores acima não contemplam as contribuições previdenciárias ao INSS.
60.840.055/0001-31;2024-12-31;3;141727;FLEURY S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.75;9.75;2160000.00;936000.00;1083692.00;
60.840.055/0001-31;2024-12-31;3;141727;FLEURY S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.58;3.58;11340540.00;4764131.00;7041878.00;
60.840.055/0001-31;2024-12-31;3;141727;FLEURY S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.75;0.75;103490.00;103490.00;103490.00;
60.840.055/0001-31;2024-12-31;3;141727;FLEURY S.A.;2022-01-01;2022-12-31;Conselho de Administração;10.00;10.00;2160000.00;936000.00;1080000.00;
60.840.055/0001-31;2024-12-31;3;141727;FLEURY S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.75;3.75;8054426.00;3526433.00;5671755.00;
60.840.055/0001-31;2024-12-31;3;141727;FLEURY S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;103490.00;103490.00;103490.00;
60.840.055/0001-31;2024-12-31;3;141727;FLEURY S.A.;2021-01-01;2021-12-31;Conselho de Administração;10.00;10.00;1494480.00;564566.00;802956.00;Foram excluídos dos cálculos de remuneração minima os administradores que exerceram o cargo por menos de 12 meses.
60.840.055/0001-31;2024-12-31;3;141727;FLEURY S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.75;4.75;6506169.00;1692714.00;5473902.00;Foram excluídos dos cálculos de remuneração minima os administradores que exerceram o cargo por menos de 12 meses.
60.840.055/0001-31;2024-12-31;3;141727;FLEURY S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;3.00;103490.00;103490.00;103490.00;Foram excluídos dos cálculos de remuneração minima os administradores que exerceram o cargo por menos de 12 meses.
60.851.615/0001-53;2024-12-31;1;138362;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho de Administração;2.84;2.84;554000.00;126000.00;284000.00;
60.851.615/0001-53;2024-12-31;1;138362;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;1400000.00;150000.00;657000.00;
60.851.615/0001-53;2024-12-31;1;138362;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho de Administração;2.92;2.92;599000.00;98000.00;276000.00;O valor refere-se à remuneração fixa.
60.851.615/0001-53;2024-12-31;1;138362;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Diretoria Estatutária;2.83;2.83;1006000.00;127000.00;580000.00;O valor refere-se à remuneração fixa.
60.851.615/0001-53;2024-12-31;1;138362;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Conselho de Administração;3.00;3.00;599000.00;108000.00;272000.00;O valor refere-se à remuneração fixa.
60.851.615/0001-53;2024-12-31;1;138362;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;1297000.00;124000.00;721000.00;O valor refere-se à remuneração fixa.
60.872.504/0001-23;2024-12-31;10;142022;ITAU UNIBANCO HOLDING S.A.;2023-01-01;2023-12-31;Conselho de Administração;12.00;12.00;18509021.00;2522283.00;5790512.00;Para o valor da menor remuneração anual individual, foram desconsiderados os membros que não tenham exercido suas funções integralmente nos 12 meses do exercício social em questão. Os membros que apresentaram o valor de maior remuneração em cada um dos órgãos exerceram suas funções ao longo dos 12 meses do exercício social em questão.
60.872.504/0001-23;2024-12-31;10;142022;ITAU UNIBANCO HOLDING S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;30.50;30.50;67705174.00;3305003.00;18161622.00;Para o valor da menor remuneração anual individual, foram desconsiderados os membros que não tenham exercido suas funções integralmente nos 12 meses do exercício social em questão. Os membros que apresentaram o valor de maior remuneração em cada um dos órgãos exerceram suas funções ao longo dos 12 meses do exercício social em questão.
60.872.504/0001-23;2024-12-31;10;142022;ITAU UNIBANCO HOLDING S.A.;2023-01-01;2023-12-31;Conselho Fiscal;6.00;6.00;264000.00;108000.00;186122.00;Para o valor da menor remuneração anual individual, foram desconsiderados os membros que não tenham exercido suas funções integralmente nos 12 meses do exercício social em questão. Os membros que apresentaram o valor de maior remuneração em cada um dos órgãos exerceram suas funções ao longo dos 12 meses do exercício social em questão.
60.872.504/0001-23;2024-12-31;10;142022;ITAU UNIBANCO HOLDING S.A.;2022-01-01;2022-12-31;Conselho de Administração;12.00;12.00;15648000.00;2442000.00;5201038.00;Para o valor da menor remuneração anual individual, foram desconsiderados os membros que não tenham exercido suas funções integralmente nos 12 meses do exercício social em questão. Os membros que apresentaram o valor de maior remuneração em cada um dos órgãos exerceram suas funções ao longo dos 12 meses do exercício social em questão.
60.872.504/0001-23;2024-12-31;10;142022;ITAU UNIBANCO HOLDING S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;26.50;26.50;59188000.00;3758000.00;16812675.00;Para o valor da menor remuneração anual individual, foram desconsiderados os membros que não tenham exercido suas funções integralmente nos 12 meses do exercício social em questão. Os membros que apresentaram o valor de maior remuneração em cada um dos órgãos exerceram suas funções ao longo dos 12 meses do exercício social em questão.
60.872.504/0001-23;2024-12-31;10;142022;ITAU UNIBANCO HOLDING S.A.;2022-01-01;2022-12-31;Conselho Fiscal;6.00;6.00;236000.00;96000.00;161333.00;Para o valor da menor remuneração anual individual, foram desconsiderados os membros que não tenham exercido suas funções integralmente nos 12 meses do exercício social em questão. Os membros que apresentaram o valor de maior remuneração em cada um dos órgãos exerceram suas funções ao longo dos 12 meses do exercício social em questão.
60.872.504/0001-23;2024-12-31;10;142022;ITAU UNIBANCO HOLDING S.A.;2021-01-01;2021-12-31;Conselho de Administração;12.17;12.17;14256000.00;2392000.00;4778137.00;Para o valor da menor remuneração anual individual, foram desconsiderados os membros que não tenham exercido suas funções integralmente nos 12 meses do exercício social em questão. Os membros que apresentaram o valor de maior remuneração em cada um dos órgãos exerceram suas funções ao longo dos 12 meses do exercício social em questão.
60.872.504/0001-23;2024-12-31;10;142022;ITAU UNIBANCO HOLDING S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;25.25;25.25;52966000.00;3150000.00;16604654.00;Para o valor da menor remuneração anual individual, foram desconsiderados os membros que não tenham exercido suas funções integralmente nos 12 meses do exercício social em questão. Os membros que apresentaram o valor de maior remuneração em cada um dos órgãos exerceram suas funções ao longo dos 12 meses do exercício social em questão.
60.872.504/0001-23;2024-12-31;10;142022;ITAU UNIBANCO HOLDING S.A.;2021-01-01;2021-12-31;Conselho Fiscal;6.00;6.00;180000.00;72000.00;126000.00;Para o valor da menor remuneração anual individual, foram desconsiderados os membros que não tenham exercido suas funções integralmente nos 12 meses do exercício social em questão. Os membros que apresentaram o valor de maior remuneração em cada um dos órgãos exerceram suas funções ao longo dos 12 meses do exercício social em questão.
60.894.730/0001-05;2024-12-31;8;141939;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;2023-01-01;2023-12-31;Conselho de Administração;7.58;7.58;1169342.00;369600.00;646337.00;- O número de membros de cada órgão corresponde à média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.- O valor da maior remuneração anual individual da Diretoria Estatutária é relativo a um membro que exerceu suas funções na Companhia por 7 meses em 2023.- O valor da menor remuneração anual individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses.- Os valores de remuneração informados deverão ser líquidos de encargos sociais que sejam ônus do empregador (Ofício Circular/Anual-2024-CVM/SEP)- Todos os membros efetivos da Diretoria Estatutária, Conselho de Administração e Fiscal são remunerados.
60.894.730/0001-05;2024-12-31;8;141939;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;2023-01-01;2023-12-31;Diretoria Estatutária;6.08;6.08;17803244.00;2192853.00;5956980.00;- O número de membros de cada órgão corresponde à média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.- O valor da maior remuneração anual individual da Diretoria Estatutária é relativo a um membro que exerceu suas funções na Companhia por 7 meses em 2023.- O valor da menor remuneração anual individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses.- Os valores de remuneração informados deverão ser líquidos de encargos sociais que sejam ônus do empregador (Ofício Circular/Anual-2024-CVM/SEP)- Todos os membros efetivos da Diretoria Estatutária, Conselho de Administração e Fiscal são remunerados.
60.894.730/0001-05;2024-12-31;8;141939;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;2023-01-01;2023-12-31;Conselho Fiscal;4.42;4.42;189422.00;189422.00;178962.00;- O número de membros de cada órgão corresponde à média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.- O valor da maior remuneração anual individual da Diretoria Estatutária é relativo a um membro que exerceu suas funções na Companhia por 7 meses em 2023.- O valor da menor remuneração anual individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses.- Os valores de remuneração informados deverão ser líquidos de encargos sociais que sejam ônus do empregador (Ofício Circular/Anual-2024-CVM/SEP)- Todos os membros efetivos da Diretoria Estatutária, Conselho de Administração e Fiscal são remunerados.
