CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Auditor;Auditor;CPF_Auditor;CNPJ_Auditor;Codigo_CVM_Auditor;Tipo_Origem_Auditor;Data_Inicio_Contratacao;Data_Fim_Contratacao;Data_Inicio_Prestacao_Servico;Servico_Contratado;Remuneracao_Auditor;Justificativa_Substituicao;Razao_Apresentada
46.119.855/0001-37;2024-12-31;3;142041;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;127145;BDO RCS Auditores Independentes - Sociedade Simples Limitada;;54276936000179;010324;Nacional;2023-04-20;;2023-01-01;Os serviços contratados compreenderam:1.1Auditoria Independente das Demonstrações Contábeis do exercício findo em 31 de dezembro de 2023, com emissão de Relatório do Auditor Independente sobre as Demonstrações Contábeis.1.2Auditoria Independente das Demonstrações Contábeis Intermediárias, com emissão de Relatório do Auditor Independente sobre a Revisão das Informações Contábeis Intermediárias, dos seguintes períodos:a)ITR do trimestre findo em 31 de março de 2023b)ITR do trimestre findo em 30 de junho de 2023c)ITR do trimestre findo em 30 de setembro de 2023.1.3Revisão do Formulário de Referência do exercício findo em 31 de dezembro de 2023.1.4Avaliação, com emissão de Relatório do Auditor Independente sobre os Controles Internos que tenham relevância e representatividade para as Demonstrações Contábeis, inclusive abrangendo os controles relacionados à Tecnologia da Informação, do período findo em 31 de dezembro de 2023, nos termos da NBC TA 260 (R2) e NBC TA 265.1.5Revisão tributária dos procedimentos adotados na determinação das bases de cálculo, apuração e recolhimento do Imposto de Renda da Pessoa Jurídica (IRPJ), da Contribuição Social sobre o Lucro (CSLL), do Programa de Integração Social (PIS) e da Contribuição para o Financiamento da Seguridade Social (COFINS), com emissão de Relatório dos Auditores Independentes, dos períodos findos em:a)31 de março de 2023b)30 de junho de 2023c)30 de setembro de 2023d)31 de dezembro de 2023.1.6Revisão crítica no Sistema Público de Escrituração Digital (SPED), que engloba a Escrituração Contábil Fiscal (ECF), a Escrituração Contábil Digital (ECD), a Escrituração Fiscal Digital de Retenções e Outras Informações Fiscais (EFD-Reinf) e a EFD-Contribuições, dos períodos findos em:a)31 de março de 2023b)30 de junho de 2023c)30 de setembro de 2023d)31 de dezembro de 2023.1.7Revisão do Relatório de Auditoria Operacional em Forma Longa, para atendimento específico de operações de financiamento junto à Caixa Econômica Federal, contendo informações que possibilitem a formação e juízo sobre os riscos inerentes à gestão da Companhia, à atividade operacional, aspectos jurídicos e controles internos, do período findo em 31 de dezembro de 2023, com emissão de Relatório dos Auditores Independentes de Asseguração Limitada.1.8Auditoria do Relatório de Sustentabilidade e/ou Relato Integrado, do período findo em 31 de dezembro de 2023, com emissão de Relatório dos Auditores Independentes de Asseguração Limitada.;Honorários relativos a serviços de auditoria externa: R$ 105.000,00.;A BDO RCS Auditores Independentes S.S. Ltda. ("BDO") foi contratada como auditor independente pela SANASA, através de processo licitatório, para o exercício findo em 31 de dezembro de 2023, em substituição à TATICCA Auditores Independentes S.S. ("TATICCA"), iniciando suas atividades a partir da revisão das informações do primeiro trimestre de 2023. Essa mudança teve por objetivo atender ao disposto no artigo 31 da Resolução CVM nº 23/2021, que estabelece o prazo máximo de cinco exercícios sociais consecutivos para que um auditor independente preste serviços de auditoria a uma Companhia. Além disso, o contrato de auditoria das demonstrações contábeis que a SANASA possuía com a TATICCA expirou em 26/02/2023, perfazendo um total de 5 anos e, de acordo com o artigo 71 da Lei nº 13.303/2016, a duração dos contratos regidos pela referida Lei não excederá a 5 anos, contados a partir de sua celebração.;Não aplicável, pois a TATICCA concordou com nossa justificativa de substituição do auditor independente.
46.573.272/0001-81;2024-12-31;1;137359;PORTO SAÚDE PARTICIPAÇÕES S.A.;123772;ERNST & YOUNG AUDITORES INDEPENDENTES S/S Ltda;;61366936000125;004715;Nacional;2024-02-26;;2023-12-31;Auditoria das demonstrações financeiras da Companhia e de suas controladas.;R$ 636.300,00;Não aplicável;Não aplicável
46.573.272/0001-81;2024-12-31;1;137359;PORTO SAÚDE PARTICIPAÇÕES S.A.;125886;ERNST & YOUNG AUDITORES INDEPENDENTES S/S Ltda;;61366936000125;004715;Nacional;2024-02-26;;2023-12-31;Auditoria das demonstrações financeiras da Companhia e de suas controladas.;R$ 636.300,00;Não aplicável;Não aplicável
46.573.272/0001-81;2024-12-31;1;137359;PORTO SAÚDE PARTICIPAÇÕES S.A.;126161;ERNST & YOUNG AUDITORES INDEPENDENTES S/S Ltda;;61366936000125;004715;Nacional;2024-02-26;;2023-12-31;Auditoria das demonstrações financeiras da Companhia e de suas controladas.;R$ 636.300,00;Não aplicável;Não aplicável
47.508.411/0001-56;2024-12-31;16;141737;CIA BRASILEIRA DE DISTRIBUICAO;126818;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA;;49928567000111;003859;Nacional;2021-03-01;;2021-01-01;(i) Auditoria das demonstrações financeiras referentes aos exercícios sociais encerrados em 31 de dezembro de 2021, 2022 e 2023 e (ii) realização de procedimentos de acordo com o CTA23 no âmbito da oferta pública de certificados de recebíveis imobiliários da lastreados em debêntures de emissão da Companhia e da oferta pública primária de ações ordinárias da Companhia.;R$12.198.113,00 (incluindo impostos), sendo (i) R$ 8.466.334,00 referente a serviço de auditoria no ano de 2023, e (ii) R$ 3.731.779,00 referente aos demais serviços de asseguração.;N/A;N/A
47.509.120/0001-82;2024-12-31;6;141835;BRADESCO LEASING S.A. ARREND MERCANTIL;126918;KPMG AUDITORES INDEPENDENTES LTDA;;57755217001010;004189;Nacional;2011-03-21;;2011-03-21;Os trabalhos relativos aos exercícios de 2023, 2022 e 2021 contemplam: (i) Auditoria das demonstrações contábeis da Bradesco Leasing S.A.- Arrendamento Mercantil e (ii) Relatórios regulamentares para atendimento ao Banco Central e CVM.;Em 2023 a remuneração relativa aos serviços de auditoria totalizaram R$ 482 mil;Não aplicável.;Não aplicável.
47.586.663/0001-01;2024-12-31;2;138982;NOVA SOCIEDADE DE NAVEGAÇÃO S.A.;125113;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA;;61562112000201;002879;Nacional;2022-02-07;;2022-06-28;Auditoria independente das demonstrações financeiras intermediárias e anuais da Companhia.;Serviços de Auditoria anual e revisão trimestral das demonstrações financeiras individuais no valor de R$ 220.000,00 (duzentos e vinte mil reais), líquidos de quaisquer impostos, taxas, contribuições e demais encargos que incidam sobre os serviços contratados, além das despesas em que viermos a incorrer.;Não houve substituição dos auditores no exercício social de 2023. Na contratação, em 2022, foi considerada a cotação comercial vantajosa em empresa de auditoria de reconhecimento internacional que segue todos os  parâmetros de qualidade requeridos.;Não se aplica
47.960.950/0001-21;2024-12-31;3;141146;MAGAZINE LUIZA S.A.;126238;ERNST & YOUNG AUDITORES INDEPENDENTES S/S Ltda;;61366936000125;004715;Nacional;2023-05-03;;2023-05-03;Os auditores independentes foram contratados para os seguintes serviços: (i) auditoria das demonstrações financeiras individuais e consolidadas da Companhia de acordo com as práticas contábeis adotadas no Brasil e normas internacionais de relatórios financeiros - International Financial Reporting Standards (IFRS) emitidas pelo International Accounting Standards Board (IASB) referente ao exercício social findo em 31 de dezembro de 2022 e 2023.;Os auditores independentes da Companhia auferiram honorários de auditoria no valor de R$ 3.681.474, além de honorários adicionais no valor de R$ 3.498.252, totalizando o pagamento de R$ 7.179.726 para o exercício social findo em 31 de dezembro de 2023.;Substituição realizada em observância ao período de rotação determinado pelo artigo 31 da Resolução CVM 23/2021.;Não aplicável.
48.127.008/0001-40;2024-12-31;1;135735;CONCESSIONÁRIA RODOVIAS DO SUL DE MINAS SPE S.A.;122573;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA;;61366936000800;004715;Nacional;2023-02-24;;2022-01-01;Serviços profissionais relativos a prestação, pelos auditores independentes, dos serviços de auditoria contábil para (i) emissão de relatório sobre as demonstrações contábeis individuais e consolidadas da SPE Sul de Minas referentes aos exercícios sociais findo em 31 de dezembro de 2022 e 2023.;Para o serviço descrito no campo "Descrição dos serviços prestados" foi pago o valor de R$109.990,80.;Não aplicável;Não aplicável
48.127.008/0001-40;2024-12-31;1;135735;CONCESSIONÁRIA RODOVIAS DO SUL DE MINAS SPE S.A.;125833;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA;;61366936000800;004715;Nacional;2023-02-24;;2022-01-01;Serviços profissionais relativos a prestação, pelos auditores independentes, dos serviços de auditoria contábil para (i) emissão de relatório sobre as demonstrações contábeis individuais e consolidadas da SPE Sul de Minas referentes aos exercícios sociais findo em 31 de dezembro de 2022 e 2023.;Para o serviço descrito no campo "Descrição dos serviços prestados" foi pago o valor de R$109.990,80.;Não aplicável;Não aplicável
48.127.008/0001-40;2024-12-31;1;135735;CONCESSIONÁRIA RODOVIAS DO SUL DE MINAS SPE S.A.;126090;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA;;61366936000800;004715;Nacional;2023-02-24;;2022-01-01;Serviços profissionais relativos a prestação, pelos auditores independentes, dos serviços de auditoria contábil para (i) emissão de relatório sobre as demonstrações contábeis individuais e consolidadas da SPE Sul de Minas referentes aos exercícios sociais findo em 31 de dezembro de 2022 e 2023.;Para o serviço descrito no campo "Descrição dos serviços prestados" foi pago o valor de R$109.990,80.;Não aplicável;Não aplicável
48.127.012/0001-08;2024-12-31;3;141311;CONCESSIONÁRIA RODOVIAS DO TRIÂNGULO SPE S.A.;126324;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA;;61366936000800;004715;Nacional;2023-02-24;;2022-01-01;Serviços profissionais relativos à prestação, pelos auditores independentes, dos serviços de auditoria contábil para emissão de relatório sobre as demonstrações financeiras da SPE Triângulo referentes aos exercícios sociais encerrados em 31 de dezembro de 2022 e 2023.;Para o serviço descrito no campo "Descrição dos serviços prestados" foi pago o valor de R$137.990,80.;Não aplicável;Não aplicável
48.344.725/0007-19;2024-12-31;1;138067;ALTHAIA S.A. INDÚSTRIA FARMACÊUTICA;124183;KPMG AUDITORES INDEPENDENTES LTDA;;57755217000129;004189;Nacional;2022-04-11;;2021-07-18;Relativamente ao exercício social encerrado em 31 de dezembro de 2023, a KPMG Auditores Independentes foi contratada para prestar serviços de auditoria, de acordo com as normas brasileiras e internacionais de auditoria, das demonstrações financeiras da Companhia, preparadas de acordo com as práticas contábeis adotadas no Brasil ("BR GAAP") e Normas Internacionais de Relatório Financeiro ("IFRS"), emitidas pelo International Accounting Standard Board (IASB).;O montante total da remuneração dos auditores independentes relativa aos serviços descritos acima prestados foi de R$ 618.841,00;Não aplicável.;Não aplicável.
49.263.189/0001-02;2024-12-31;1;138799;HELBOR EMPREENDIMENTOS S.A.;124909;BAKER TILLY 4PARTNERS AUDITORES INDEPENDENTES S/S;;18596945000183;012076;Nacional;2022-04-29;;2022-04-29;Serviço de auditoria independente, contemplando: (i) auditoria independente das demonstrações contábeis do exercício social encerrado em 31 de dezembro de 2023 com base nas Normas e Procedimentos Contábeisadotados no Brasil e a emissão de Relatório do Auditor Independente das Demonstrações Contábeis (ii) revisão limitada das demonstrações contábeis intermediárias e emissão de Relatório de Revisão Especial de informações Trimestrais (ITRs) relativas aos períodos findos em 31 de março, 30 de junho e 30 de setembro de 2023.;Foram pagos R$ 428.400,00 correspondente a honorários de auditoria das demonstrações financeiras anuais relativas ao exercício social encerrado em 31 de dezembro de 2023 e revisão das informações financeiras trimestrais dos períodos encerrados em 31 de março, 30 de junho e 30 de setembro de 2023.;Não aplicável.;Não aplicável.
49.314.049/0001-08;2024-12-31;2;141330;CONCESSIONÁRIA DE RODOVIAS NOROESTE PAULISTA S.A;126342;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA;;61562112000120;002879;Nacional;2023-04-28;;2023-01-01;Prestação de serviços profissionais de auditoria externa: (i) das Demonstrações Financeiras da Companhia, referente ao exercício findo em 31 de dezembro de 2023 e período encerrado em 30 de setembro de 2023 (especialmente elaborado para fins de abertura de capital), preparadas de acordo com as práticas contábeis adotadas no Brasil incluindo os pronunciamentos, interpretações e orientações emitidos pelo Comitê de Pronunciamentos Contábeis (CPC),  aprovadas pela Comissão de Valores Mobiliários - CVM e as normas internacionais de relatório financeiro (International Financial Reporting Standards (IFRS)), emitidas pelo International Accounting Standards Board ("IASB") e (ii) revisão das Informações Contábeis Intermediárias Trimestrais da Companhia dos períodos findos em 31 de março de 2023, 30 de junho de 2023 e 30 de setembro de 2023, preparadas de acordo com as normas brasileiras e internacionais de revisão de informações intermediárias (NBC TR 2410 - Revisão de Informações Intermediárias Executadas pelo Auditor da Entidade e ISRE2410 - Review of Interim Financial Information Performed by the Independent Auditor of the Entity).;No exercício social findo em 31 de dezembro de 2023, a PricewaterhouseCoopers Auditores Independentes recebeu honorários que totalizam R$ 533 (R$ mil) sobre os serviços profisionais de auditoria externa da Companhia.;Não aplicável.;Não aplicável.
49.669.856/0001-43;2024-12-31;1;138690;VESTE S.A. ESTILO;124789;KPMG AUDITORES INDEPENDENTES LTDA;;57755217000129;004189;Nacional;2018-04-23;;2018-01-01;Exame das demonstrações financeiras, individuais e consolidadas, da Companhia para os exercícios sociais findos em 31 de dezembro de 2022, 2021 e 2020, elaboradas pela administração da Companhia de acordo com as práticas contábeis adotadas no Brasil e as normas internacionais de relatório financeiro (IFRS) emitidas pelo Internacional Accounting Standards Board (IASB).Revisão das informações contábeis intermediárias, individuais e consolidadas, da Companhia abrangendo os trimestres findos em 31 de março, 30 de junho e 30 de setembro de 2022, 2021 e 2020, nos termos preconizados pela CVM.;No exercício social findo em 31 de dezembro de 2022 a remuneração total paga aos auditores foi de R$ 1.110.371,49 relacionada aos serviços de auditoria e revisões das demonstrações financeiras e informações contábeis intermediárias.;No exercício de 2023, a substituição do auditor independente, é em atendimento da obrigatoriedade da rotatividade de cinco exercícios sociais, conforme art. 31 da Resolução CVM n° 23, de 25 de fevereiro de 2021.;N/A
49.669.856/0001-43;2024-12-31;1;138690;VESTE S.A. ESTILO;124790;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA;;49928567000111;003859;Nacional;2023-05-10;;2023-01-01;Exame das demonstrações financeiras, individuais e consolidadas, da Veste S.A. Estilo ("Veste" ou "Companhia") para o exercício social, elaboradas pela administração da Veste de acordo com as práticas contábeis adotadas no Brasil e as normas internacionais de relatório financeiro (IFRS) emitidas pelo Internacional Accounting Standards Board (IASB). Revisão das informações contábeis intermediárias, individuais e consolidadas, da Veste abrangendo os trimestres findos em 31 de março, 30 de junho e 30 de setembro do respectivo exercício social, nos termos preconizados pela CVM.;No exercício social findo em 31 de dezembro de 2023 a remuneração total paga aos auditores foi de R$ 825.800,00 relacionada aos serviços de auditoria e revisões das demonstrações financeiras e informações contábeis intermediárias.;N/A;N/A
