CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Diluicao_Potencial;Preco_Medio_Ponderado_Opcoes_Em_Aberto;Preco_Medio_Ponderado_Opcoes_Perdidas;Preco_Medio_Ponderado_Opcoes_Exercidas
61.065.298/0001-02;2024-12-31;1;138242;MANGELS INDUSTRIAL S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;6.00;0.000000;0.00;0.00;0.00
61.065.298/0001-02;2024-12-31;1;138242;MANGELS INDUSTRIAL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;0.000000;0.00;0.00;0.00
61.088.894/0001-08;2024-12-31;1;138091;CAMBUCI S.A.;2021-01-01;2021-12-31;Conselho de Administração;3.00;3.00;0.000000;0.00;0.00;0.00
61.088.894/0001-08;2024-12-31;1;138091;CAMBUCI S.A.;2022-01-01;2022-12-31;Conselho de Administração;3.00;3.00;0.000000;0.00;0.00;0.00
61.088.894/0001-08;2024-12-31;1;138091;CAMBUCI S.A.;2023-01-01;2023-12-31;Conselho de Administração;3.00;3.00;0.000000;0.00;0.00;0.00
61.088.894/0001-08;2024-12-31;1;138091;CAMBUCI S.A.;2024-01-01;2024-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;2021-01-01;2021-12-31;Conselho de Administração;9.00;9.00;0.000000;0.00;0.00;0.00
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;3.00;0.000000;0.00;0.00;0.00
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;9.00;0.000000;0.00;0.00;0.00
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.75;0.75;0.000000;0.00;0.00;0.00
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;9.00;0.000000;0.00;0.00;0.00
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;0.000000;0.00;0.00;0.00
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.67;3.67;0.000000;0.00;0.00;0.00
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;2024-01-01;2024-12-31;Conselho de Administração;9.00;9.00;0.000000;0.00;0.00;0.00
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;5.00;0.000000;0.00;0.00;0.00
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;3.00;0.000000;0.00;0.00;0.00
61.156.931/0001-78;2024-12-31;1;137062;SIDERURGICA J. L. ALIPERTI S.A.;2023-01-01;2023-12-31;Conselho de Administração;4.00;4.00;0.000000;0.00;0.00;0.00
61.156.931/0001-78;2024-12-31;1;137062;SIDERURGICA J. L. ALIPERTI S.A.;2024-01-01;2024-12-31;Conselho de Administração;4.00;4.00;0.000000;0.00;0.00;0.00
61.189.288/0001-89;2024-12-31;3;140567;MARISA LOJAS S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.08;0.00;0.000000;0.00;0.00;0.00
61.189.288/0001-89;2024-12-31;3;140567;MARISA LOJAS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.67;3.67;3.490000;2.71;2.61;0.00
61.189.288/0001-89;2024-12-31;3;140567;MARISA LOJAS S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.17;0.00;0.000000;0.00;0.00;0.00
61.189.288/0001-89;2024-12-31;3;140567;MARISA LOJAS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.58;3.58;2.330000;6.77;5.10;0.00
61.189.288/0001-89;2024-12-31;3;140567;MARISA LOJAS S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.50;0.00;0.000000;0.00;0.00;0.00
61.189.288/0001-89;2024-12-31;3;140567;MARISA LOJAS S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
61.189.288/0001-89;2024-12-31;3;140567;MARISA LOJAS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.50;3.50;0.380000;5.08;0.00;0.00
61.189.288/0001-89;2024-12-31;3;140567;MARISA LOJAS S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
61.189.288/0001-89;2024-12-31;3;140567;MARISA LOJAS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;4.00;3.490000;0.87;0.00;0.00
61.351.532/0001-68;2024-12-31;8;142017;AZEVEDO E TRAVASSOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
61.351.532/0001-68;2024-12-31;8;142017;AZEVEDO E TRAVASSOS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
61.351.532/0001-68;2024-12-31;8;142017;AZEVEDO E TRAVASSOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
61.351.532/0001-68;2024-12-31;8;142017;AZEVEDO E TRAVASSOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
61.351.532/0001-68;2024-12-31;8;142017;AZEVEDO E TRAVASSOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
61.374.161/0001-30;2024-12-31;1;138436;BAUMER S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
61.374.161/0001-30;2024-12-31;1;138436;BAUMER S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
61.374.161/0001-30;2024-12-31;1;138436;BAUMER S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
61.486.650/0001-83;2024-12-31;5;141355;DIAGNOSTICOS DA AMERICA S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;2.00;0.096000;25.12;44.04;0.00
61.486.650/0001-83;2024-12-31;5;141355;DIAGNOSTICOS DA AMERICA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;12.83;11.83;0.688000;25.12;44.04;0.00
61.486.650/0001-83;2024-12-31;5;141355;DIAGNOSTICOS DA AMERICA S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.50;2.00;0.198000;40.33;0.00;0.00
61.486.650/0001-83;2024-12-31;5;141355;DIAGNOSTICOS DA AMERICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;14.58;13.00;1.433000;40.33;0.00;34.14
61.486.650/0001-83;2024-12-31;5;141355;DIAGNOSTICOS DA AMERICA S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
61.486.650/0001-83;2024-12-31;5;141355;DIAGNOSTICOS DA AMERICA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;18.08;17.00;1.715000;33.65;0.00;58.00
61.486.650/0001-83;2024-12-31;5;141355;DIAGNOSTICOS DA AMERICA S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;2.00;0.206000;24.15;0.00;0.00
61.486.650/0001-83;2024-12-31;5;141355;DIAGNOSTICOS DA AMERICA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;11.00;7.00;0.321000;24.52;0.00;0.00
62.002.886/0001-60;2024-12-31;2;142125;SAO PAULO TURISMO S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
62.002.886/0001-60;2024-12-31;2;142125;SAO PAULO TURISMO S.A.;2022-01-01;2022-12-31;Conselho Fiscal;8.00;0.00;0.000000;0.00;0.00;0.00
62.002.886/0001-60;2024-12-31;2;142125;SAO PAULO TURISMO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;0.00;0.000000;0.00;0.00;0.00
62.144.175/0001-20;2024-12-31;13;142074;BCO PINE S.A;2021-01-01;2021-12-31;Diretoria Estatutária;9.42;9.42;0.000000;0.00;0.00;0.00
62.144.175/0001-20;2024-12-31;13;142074;BCO PINE S.A;2021-01-01;2021-12-31;Conselho de Administração;5.00;5.00;0.000000;0.00;0.00;0.00
62.144.175/0001-20;2024-12-31;13;142074;BCO PINE S.A;2022-01-01;2022-12-31;Conselho de Administração;5.50;4.00;0.000000;0.00;0.00;0.00
62.144.175/0001-20;2024-12-31;13;142074;BCO PINE S.A;2022-01-01;2022-12-31;Conselho Fiscal;1.25;1.25;0.000000;0.00;0.00;0.00
62.144.175/0001-20;2024-12-31;13;142074;BCO PINE S.A;2022-01-01;2022-12-31;Diretoria Estatutária;8.42;8.42;0.000000;0.00;0.00;0.00
62.144.175/0001-20;2024-12-31;13;142074;BCO PINE S.A;2024-01-01;2024-12-31;Conselho de Administração;6.00;4.00;0.000000;0.00;0.00;0.00
62.144.175/0001-20;2024-12-31;13;142074;BCO PINE S.A;2024-01-01;2024-12-31;Conselho Fiscal;3.00;3.00;0.000000;0.00;0.00;0.00
62.144.175/0001-20;2024-12-31;13;142074;BCO PINE S.A;2024-01-01;2024-12-31;Diretoria Estatutária;10.00;10.00;0.000000;0.00;0.00;0.00
62.144.175/0001-20;2024-12-31;13;142074;BCO PINE S.A;2023-01-01;2023-12-31;Conselho Fiscal;0.75;0.75;0.000000;0.00;0.00;0.00
64.904.295/0001-03;2024-02-28;5;139520;CAMIL ALIMENTOS S.A.;2022-03-01;2023-02-28;Conselho de Administração;8.00;5.00;0.000000;0.00;0.00;0.00
64.904.295/0001-03;2024-02-28;5;139520;CAMIL ALIMENTOS S.A.;2022-03-01;2023-02-28;Diretoria Estatutária;2.00;2.00;0.000000;8.81;0.00;0.00
64.904.295/0001-03;2024-02-28;5;139520;CAMIL ALIMENTOS S.A.;2021-03-01;2022-02-28;Conselho de Administração;7.00;4.00;0.000000;0.00;0.00;0.00
64.904.295/0001-03;2024-02-28;5;139520;CAMIL ALIMENTOS S.A.;2021-03-01;2022-02-28;Diretoria Estatutária;2.00;2.00;0.000000;8.73;0.00;0.00
64.904.295/0001-03;2024-02-29;2;133838;CAMIL ALIMENTOS S.A.;2022-03-01;2023-02-28;Conselho de Administração;8.00;5.00;0.000000;0.00;0.00;0.00
64.904.295/0001-03;2024-02-29;2;133838;CAMIL ALIMENTOS S.A.;2022-03-01;2023-02-28;Diretoria Estatutária;2.00;2.00;4.580000;8.81;0.00;0.00
64.904.295/0001-03;2024-02-29;2;133838;CAMIL ALIMENTOS S.A.;2021-03-01;2022-02-28;Conselho de Administração;7.00;4.00;0.000000;0.00;0.00;0.00
64.904.295/0001-03;2024-02-29;2;133838;CAMIL ALIMENTOS S.A.;2021-03-01;2022-02-28;Diretoria Estatutária;2.00;2.00;3.380000;8.73;0.00;0.00
67.010.660/0001-24;2024-12-31;4;142013;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;5.00;0.000000;0.00;0.00;0.00
67.010.660/0001-24;2024-12-31;4;142013;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2021-01-01;2021-12-31;Conselho Fiscal;6.00;3.00;0.000000;0.00;0.00;0.00
67.010.660/0001-24;2024-12-31;4;142013;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;2.00;0.000000;0.00;0.00;0.00
67.010.660/0001-24;2024-12-31;4;142013;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;5.00;0.000000;0.00;0.00;0.00
67.010.660/0001-24;2024-12-31;4;142013;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;6.00;3.00;0.000000;0.00;0.00;0.00
67.010.660/0001-24;2024-12-31;4;142013;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;0.000000;0.00;0.00;0.00
67.010.660/0001-24;2024-12-31;4;142013;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;5.00;0.000000;0.00;0.00;0.00
67.010.660/0001-24;2024-12-31;4;142013;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Conselho Fiscal;6.00;3.00;0.000000;0.00;0.00;0.00
67.010.660/0001-24;2024-12-31;4;142013;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
67.010.660/0001-24;2024-12-31;4;142013;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;5.00;0.000000;0.00;0.00;0.00
67.010.660/0001-24;2024-12-31;4;142013;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2024-01-01;2024-12-31;Conselho Fiscal;8.00;4.00;0.000000;0.00;0.00;0.00
67.010.660/0001-24;2024-12-31;4;142013;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
67.620.377/0001-14;2024-12-31;2;140354;MINERVA S.A.;2023-01-01;2023-12-31;Conselho de Administração;12.08;6.00;1.251000;0.01;0.01;0.01
67.620.377/0001-14;2024-12-31;2;140354;MINERVA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.25;4.00;4.655000;0.01;0.01;0.01
67.620.377/0001-14;2024-12-31;2;140354;MINERVA S.A.;2022-01-01;2022-12-31;Conselho de Administração;11.67;5.00;0.074000;0.01;0.00;0.00
67.620.377/0001-14;2024-12-31;2;140354;MINERVA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;5.00;0.403000;0.01;0.00;0.00
67.620.377/0001-14;2024-12-31;2;140354;MINERVA S.A.;2024-01-01;2024-12-31;Conselho de Administração;12.00;7.00;3.108000;0.01;0.01;0.01
67.620.377/0001-14;2024-12-31;2;140354;MINERVA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;7.00;6.00;8.790000;0.01;0.01;0.01
68.400.225/0001-79;2024-06-30;5;139657;CLARANET TECHNOLOGY S.A.;2023-07-01;2024-06-30;Conselho de Administração;6.00;3.00;0.230000;1.64;0.00;0.00
68.400.225/0001-79;2024-06-30;5;139657;CLARANET TECHNOLOGY S.A.;2023-07-01;2024-06-30;Diretoria Estatutária;3.08;3.08;0.660000;2.20;0.00;0.00
68.400.225/0001-79;2024-06-30;5;139657;CLARANET TECHNOLOGY S.A.;2022-07-01;2023-06-30;Conselho de Administração;6.00;3.00;0.300000;3.95;0.00;0.00
68.400.225/0001-79;2024-06-30;5;139657;CLARANET TECHNOLOGY S.A.;2022-07-01;2023-06-30;Diretoria Estatutária;3.17;3.17;0.870000;3.86;0.00;0.00
68.400.225/0001-79;2024-06-30;5;139657;CLARANET TECHNOLOGY S.A.;2021-07-01;2022-06-30;Conselho de Administração;5.00;2.00;0.300000;3.95;0.00;0.00
68.400.225/0001-79;2024-06-30;5;139657;CLARANET TECHNOLOGY S.A.;2021-07-01;2022-06-30;Diretoria Estatutária;3.00;3.00;0.870000;3.86;0.00;0.00
73.178.600/0001-18;2024-12-31;3;141700;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2024-01-01;2024-12-31;Conselho de Administração;8.33;0.00;0.000000;0.00;0.00;0.00
73.178.600/0001-18;2024-12-31;3;141700;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2024-01-01;2024-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
73.178.600/0001-18;2024-12-31;3;141700;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2024-01-01;2024-12-31;Conselho Fiscal;6.00;0.00;0.000000;0.00;0.00;0.00
73.178.600/0001-18;2024-12-31;3;141700;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2023-01-01;2023-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
73.178.600/0001-18;2024-12-31;3;141700;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
73.178.600/0001-18;2024-12-31;3;141700;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2023-01-01;2023-12-31;Conselho Fiscal;6.00;0.00;0.000000;0.00;0.00;0.00
73.178.600/0001-18;2024-12-31;3;141700;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2022-01-01;2022-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
73.178.600/0001-18;2024-12-31;3;141700;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
73.178.600/0001-18;2024-12-31;3;141700;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
73.178.600/0001-18;2024-12-31;3;141700;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2021-01-01;2021-12-31;Conselho de Administração;7.70;0.00;0.000000;0.00;0.00;0.00
73.178.600/0001-18;2024-12-31;3;141700;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2021-01-01;2021-12-31;Diretoria Estatutária;5.70;0.00;0.000000;0.00;0.00;0.00
73.178.600/0001-18;2024-12-31;3;141700;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2021-01-01;2021-12-31;Conselho Fiscal;6.00;0.00;0.000000;0.00;0.00;0.00
75.315.333/0001-09;2024-12-31;3;141793;ATACADÃO S.A.;2023-01-01;2023-12-31;Conselho de Administração;13.00;3.00;0.000000;0.00;0.00;0.00
75.315.333/0001-09;2024-12-31;3;141793;ATACADÃO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.25;4.25;0.000000;21.98;0.00;0.00
75.315.333/0001-09;2024-12-31;3;141793;ATACADÃO S.A.;2022-01-01;2022-12-31;Conselho de Administração;13.00;3.00;0.000000;0.00;0.00;0.00
75.315.333/0001-09;2024-12-31;3;141793;ATACADÃO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0.000000;21.98;0.00;0.00
75.315.333/0001-09;2024-12-31;3;141793;ATACADÃO S.A.;2021-01-01;2021-12-31;Conselho de Administração;10.00;2.00;0.000000;0.00;0.00;0.00
75.315.333/0001-09;2024-12-31;3;141793;ATACADÃO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;4.00;0.000000;0.00;0.00;0.00
75.609.123/0001-23;2024-12-31;4;138498;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.50;2.50;0.882100;2.52;0.00;0.00
75.609.123/0001-23;2024-12-31;4;138498;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
75.609.123/0001-23;2024-12-31;4;138498;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;1.00;1.001200;1.90;0.00;0.00
75.609.123/0001-23;2024-12-31;4;138498;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;4.00;0.00;0.000000;0.00;0.00;0.00
75.609.123/0001-23;2024-12-31;4;138498;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;2.00;0.001800;1.64;0.00;0.00
75.609.123/0001-23;2024-12-31;4;138498;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;4.00;0.00;0.000000;0.00;0.00;0.00
75.609.123/0001-23;2024-12-31;4;138498;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.75;0.00;0.000000;0.00;0.00;0.00
75.609.123/0001-23;2024-12-31;4;138498;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;4.00;0.882100;2.73;0.00;0.00
80.680.093/0001-81;2024-12-31;2;141428;SENIOR SISTEMAS S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
80.680.093/0001-81;2024-12-31;2;141428;SENIOR SISTEMAS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;7.00;7.00;0.000000;0.00;0.00;0.00
81.243.735/0001-48;2024-12-31;11;142048;POSITIVO TECNOLOGIA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;1.00;0.000000;4.84;0.00;4.87
81.243.735/0001-48;2024-12-31;11;142048;POSITIVO TECNOLOGIA S.A.;2021-01-01;2021-12-31;Conselho de Administração;9.00;1.00;0.000000;3.17;0.00;3.17
81.243.735/0001-48;2024-12-31;11;142048;POSITIVO TECNOLOGIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;3.00;0.000000;5.55;3.96;5.65
81.243.735/0001-48;2024-12-31;11;142048;POSITIVO TECNOLOGIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;1.00;0.000000;3.31;0.00;3.31
81.616.807/0001-55;2024-12-31;1;138413;GRANJA FARIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
81.616.807/0001-55;2024-12-31;1;138413;GRANJA FARIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
81.616.807/0001-55;2024-12-31;1;138413;GRANJA FARIA S.A.;2021-01-01;2021-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
81.616.807/0001-55;2024-12-31;1;138413;GRANJA FARIA S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
82.120.676/0001-83;2024-12-31;1;138483;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;3.00;0.000000;0.00;0.00;0.00
82.120.676/0001-83;2024-12-31;1;138483;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;0.000000;0.00;0.00;0.00
82.636.986/0001-55;2024-12-31;5;142070;TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
82.636.986/0001-55;2024-12-31;5;142070;TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
82.636.986/0001-55;2024-12-31;5;142070;TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
82.636.986/0001-55;2024-12-31;5;142070;TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
82.636.986/0001-55;2024-12-31;5;142070;TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
82.636.986/0001-55;2024-12-31;5;142070;TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
82.636.986/0001-55;2024-12-31;5;142070;TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
82.643.537/0001-34;2024-12-31;2;138167;ELECTRO ACO ALTONA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
82.981.929/0001-03;2024-12-31;1;138577;CIA INDUSTRIAL SCHLOSSER S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
82.982.075/0001-80;2024-12-31;2;137679;TEXTIL RENAUXVIEW S.A.;2021-01-01;2021-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
82.982.075/0001-80;2024-12-31;2;137679;TEXTIL RENAUXVIEW S.A.;2021-01-01;2021-12-31;Conselho Fiscal;5.00;0.00;0.000000;0.00;0.00;0.00
82.982.075/0001-80;2024-12-31;2;137679;TEXTIL RENAUXVIEW S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
82.982.075/0001-80;2024-12-31;2;137679;TEXTIL RENAUXVIEW S.A.;2022-01-01;2022-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
82.982.075/0001-80;2024-12-31;2;137679;TEXTIL RENAUXVIEW S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
82.982.075/0001-80;2024-12-31;2;137679;TEXTIL RENAUXVIEW S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
82.982.075/0001-80;2024-12-31;2;137679;TEXTIL RENAUXVIEW S.A.;2023-01-01;2023-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
82.982.075/0001-80;2024-12-31;2;137679;TEXTIL RENAUXVIEW S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
82.982.075/0001-80;2024-12-31;2;137679;TEXTIL RENAUXVIEW S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
82.982.075/0001-80;2024-12-31;2;137679;TEXTIL RENAUXVIEW S.A.;2024-01-01;2024-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
82.982.075/0001-80;2024-12-31;2;137679;TEXTIL RENAUXVIEW S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
82.982.075/0001-80;2024-12-31;2;137679;TEXTIL RENAUXVIEW S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
83.475.913/0001-91;2024-12-31;3;139857;PBG S/A;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
